"Subjects" "Activity" "Time_Body_Accelerator-Mean()-X" "Time_Body_Accelerator-Mean()-Y" "Time_Body_Accelerator-Mean()-Z" "Time_Gravity_Accelerator-Mean()-X" "Time_Gravity_Accelerator-Mean()-Y" "Time_Gravity_Accelerator-Mean()-Z" "Time_Body_AcceleratorJerk-Mean()-X" "Time_Body_AcceleratorJerk-Mean()-Y" "Time_Body_AcceleratorJerk-Mean()-Z" "Time_Body_Gyroscope-Mean()-X" "Time_Body_Gyroscope-Mean()-Y" "Time_Body_Gyroscope-Mean()-Z" "Time_Body_GyroscopeJerk-Mean()-X" "Time_Body_GyroscopeJerk-Mean()-Y" "Time_Body_GyroscopeJerk-Mean()-Z" "Time_Body_Accelerator_Magnitude-Mean()" "Time_Gravity_Accelerator_Magnitude-Mean()" "Time_Body_AcceleratorJerk_Magnitude-Mean()" "Time_Body_Gyroscope_Magnitude-Mean()" "Time_Body_GyroscopeJerk_Magnitude-Mean()" "Frequency_Body_Accelerator-Mean()-X" "Frequency_Body_Accelerator-Mean()-Y" "Frequency_Body_Accelerator-Mean()-Z" "Frequency_Body_Accelerator-MeanFreq()-X" "Frequency_Body_Accelerator-MeanFreq()-Y" "Frequency_Body_Accelerator-MeanFreq()-Z" "Frequency_Body_AcceleratorJerk-Mean()-X" "Frequency_Body_AcceleratorJerk-Mean()-Y" "Frequency_Body_AcceleratorJerk-Mean()-Z" "Frequency_Body_AcceleratorJerk-MeanFreq()-X" "Frequency_Body_AcceleratorJerk-MeanFreq()-Y" "Frequency_Body_AcceleratorJerk-MeanFreq()-Z" "Frequency_Body_Gyroscope-Mean()-X" "Frequency_Body_Gyroscope-Mean()-Y" "Frequency_Body_Gyroscope-Mean()-Z" "Frequency_Body_Gyroscope-MeanFreq()-X" "Frequency_Body_Gyroscope-MeanFreq()-Y" "Frequency_Body_Gyroscope-MeanFreq()-Z" "Frequency_Body_Accelerator_Magnitude-Mean()" "Frequency_Body_Accelerator_Magnitude-MeanFreq()" "Frequency_BodyBody_AcceleratorJerk_Magnitude-Mean()" "Frequency_BodyBody_AcceleratorJerk_Magnitude-MeanFreq()" "Frequency_BodyBody_Gyroscope_Magnitude-Mean()" "Frequency_BodyBody_Gyroscope_Magnitude-MeanFreq()" "Frequency_BodyBody_GyroscopeJerk_Magnitude-Mean()" "Frequency_BodyBody_GyroscopeJerk_Magnitude-MeanFreq()" "angle(tBody_AcceleratorMean,gravity)" "angle(tBody_AcceleratorJerkMean),gravityMean)" "angle(tBody_GyroscopeMean,gravityMean)" "angle(tBody_GyroscopeJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)" "Time_Body_Accelerator-StDev()-X" "Time_Body_Accelerator-StDev()-Y" "Time_Body_Accelerator-StDev()-Z" "Time_Gravity_Accelerator-StDev()-X" "Time_Gravity_Accelerator-StDev()-Y" "Time_Gravity_Accelerator-StDev()-Z" "Time_Body_AcceleratorJerk-StDev()-X" "Time_Body_AcceleratorJerk-StDev()-Y" "Time_Body_AcceleratorJerk-StDev()-Z" "Time_Body_Gyroscope-StDev()-X" "Time_Body_Gyroscope-StDev()-Y" "Time_Body_Gyroscope-StDev()-Z" "Time_Body_GyroscopeJerk-StDev()-X" "Time_Body_GyroscopeJerk-StDev()-Y" "Time_Body_GyroscopeJerk-StDev()-Z" "Time_Body_Accelerator_Magnitude-StDev()" "Time_Gravity_Accelerator_Magnitude-StDev()" "Time_Body_AcceleratorJerk_Magnitude-StDev()" "Time_Body_Gyroscope_Magnitude-StDev()" "Time_Body_GyroscopeJerk_Magnitude-StDev()" "Frequency_Body_Accelerator-StDev()-X" "Frequency_Body_Accelerator-StDev()-Y" "Frequency_Body_Accelerator-StDev()-Z" "Frequency_Body_AcceleratorJerk-StDev()-X" "Frequency_Body_AcceleratorJerk-StDev()-Y" "Frequency_Body_AcceleratorJerk-StDev()-Z" "Frequency_Body_Gyroscope-StDev()-X" "Frequency_Body_Gyroscope-StDev()-Y" "Frequency_Body_Gyroscope-StDev()-Z" "Frequency_Body_Accelerator_Magnitude-StDev()" "Frequency_BodyBody_AcceleratorJerk_Magnitude-StDev()" "Frequency_BodyBody_Gyroscope_Magnitude-StDev()" "Frequency_BodyBody_GyroscopeJerk_Magnitude-StDev()"
"Participant 19" "STANDING" 0.280028354119444 -0.0190411294626667 -0.110873353407778 0.67849295625 0.0846910049794444 0.160020190537111 0.0791860293245556 0.0124288701801667 -0.00354052255846945 -0.0478123758375278 -0.0626500670074167 0.0964892076833333 -0.09088205770275 -0.0453135649972222 -0.0564101769705556 -0.546893943999444 -0.546893943999444 -0.643444689255556 -0.597606871875 -0.773792517016667 -0.58295182486175 -0.549707624245556 -0.669978992044444 -0.175899339723056 0.104309310920056 0.107583814903944 -0.626776906154167 -0.615449012710278 -0.746241918908333 0.00362579102911111 -0.109562244110333 -0.00861750275666667 -0.660875712109722 -0.714868314580556 -0.655523148225833 0.00669864279080556 -0.200398954804444 -0.00796206650663889 -0.584913396243889 0.173196411618833 -0.605984336492583 0.247060431449714 -0.710885118063889 -0.010352924322 -0.808389132361111 0.202472178144861 -0.00362101184933333 -0.00600055427005555 0.0113993678994444 -0.0230367309528333 -0.532304047916667 0.00601898863 -0.0975864552580556 -0.575823495060278 -0.555992272958611 -0.620318381526389 -0.973620109555556 -0.967284198055556 -0.945846130805555 -0.620111445681472 -0.603610853275 -0.7727051025 -0.726838356195833 -0.655805330486111 -0.6624996342275 -0.705149633547222 -0.81886397775 -0.751138536638889 -0.587337458525 -0.587337458525 -0.621178624806389 -0.664676086915 -0.807952442194444 -0.573809422997222 -0.588347336253333 -0.626271049689444 -0.648361377263611 -0.618971553495 -0.79834412475 -0.749268822748889 -0.630345582022222 -0.696745722529444 -0.6536054351425 -0.644081392803611 -0.693641359593139 -0.821318566583333
"Participant 21" "STANDING" 0.275509527214461 -0.0169874551696569 -0.103440560578186 0.713156648014706 0.0435581113792696 0.178518985824069 0.0768659035845588 0.00947883687164216 -0.00560548562184559 -0.0212532308615319 -0.0815211069115196 0.0823577974359559 -0.0993713040715686 -0.0458085975271814 -0.0510501170664706 -0.493036919300025 -0.493036919300025 -0.644684088459314 -0.486132285625809 -0.762344033259804 -0.570593212190686 -0.516730895751716 -0.610531942955882 -0.294738366135294 -0.0496784629254657 -0.0199737833539951 -0.6249092815125 -0.622776438976961 -0.725579918455882 -0.135879550830882 -0.282724567786569 -0.155697769220569 -0.629545857564216 -0.623707398731887 -0.592551445568627 -0.215198124464951 -0.354136215593137 -0.166326061404902 -0.544307290145343 -0.0131262681345833 -0.597811240645196 0.0810380463841912 -0.651090314093701 -0.191707879522647 -0.793427696764706 0.0587156073823775 0.0172726662282353 0.0112047268755882 0.00110704138946078 -0.00733186469022059 -0.585875675588235 0.040870940122549 -0.113344161984669 -0.553969703038726 -0.493291040780662 -0.513452512083137 -0.972710540269608 -0.950603634583333 -0.92837609745098 -0.617381649148039 -0.610086715721765 -0.75501397502451 -0.643982974155637 -0.532335895922059 -0.583487558463235 -0.734412450205882 -0.791108944754902 -0.731412058088235 -0.533516245389706 -0.533516245389706 -0.60263652115 -0.557972216252451 -0.793433908823529 -0.548494342383873 -0.515662278971397 -0.505089897433676 -0.644574104776961 -0.623450743219608 -0.783850407745098 -0.653350082943309 -0.489795703559069 -0.620368063992647 -0.601116946078897 -0.611484789526911 -0.577511608038235 -0.808493489901961
"Participant 22" "STANDING" 0.273901537741433 -0.0203489272148598 -0.11730989071028 0.680876141838006 -0.139815127579265 0.12628762201233 0.0768630178861994 0.00432647733947041 0.00299060655143302 -0.0513519728604361 -0.0554675080133956 0.0891823507576324 -0.0843869055489097 -0.0414001171862928 -0.0556340256800623 -0.504889157178754 -0.504889157178754 -0.589667865051402 -0.570376451930623 -0.743274915607477 -0.559674815597196 -0.430390344543956 -0.606774228967913 -0.141312713016636 0.0756295741681931 0.0466920711721371 -0.56224416534081 -0.520691084923364 -0.714655652498442 0.043121189004785 -0.165335307449782 -0.126305866589408 -0.626868447529907 -0.688866675227414 -0.579185842920872 -0.0316204093741433 -0.117400843450779 0.00655862199280374 -0.503813700648598 0.150446070482866 -0.513578718769159 0.170679387206854 -0.67362037441433 0.0090137514694704 -0.752580215747664 0.113760689332181 -0.00130954587862617 0.0219633630583178 0.0811934506115265 -0.0450332909880374 -0.467536201900312 0.16786958670405 -0.0724944189451713 -0.584294155797819 -0.416499422076324 -0.532447452596885 -0.962624339844237 -0.956994612305296 -0.938865881433022 -0.556309845213084 -0.50351824158972 -0.740559925919003 -0.692744847476324 -0.659510156419626 -0.604667631534579 -0.679771949376947 -0.777131097264798 -0.675721850574766 -0.531389012509034 -0.531389012509034 -0.515635998530841 -0.631256491149533 -0.742556631258567 -0.59569168071215 -0.448053317083178 -0.533756743707788 -0.591248850044548 -0.519658715350467 -0.765441893520249 -0.715230775724922 -0.649901157071651 -0.653006657074766 -0.622542162306106 -0.521897066701558 -0.670760842383178 -0.748408653224299
"Participant 23" "STANDING" 0.274432249018817 -0.0149430588329409 -0.107801713612903 0.739934032069892 0.0776622910632922 0.154522115558065 0.0790754645653226 0.00385394068032258 -0.00648626027774194 -0.0292238779530645 -0.0765926710639785 0.0928615747501075 -0.106153189254301 -0.0401811185322581 -0.055750518685 -0.590229739233602 -0.590229739233602 -0.679631063222124 -0.674540518332258 -0.829656656532258 -0.652590735537634 -0.55287258000457 -0.765381773172043 -0.176754349732742 0.0736412965725806 -0.0273069164029355 -0.67231346796586 -0.625444046015484 -0.834176936989247 0.0058035607272043 -0.170182233108602 -0.116202687070699 -0.665994591826882 -0.835502587311828 -0.708449517543011 -0.115243872347285 -0.372702139804839 0.00733407922150538 -0.625016381836828 0.0921627652755914 -0.65562440200914 0.166807494746048 -0.759500151077957 -0.125875590566559 -0.847470656935484 0.147094150463038 0.0136912206805108 -0.0172048197337634 0.0259069169166667 0.00834421217956989 -0.607813074462366 -0.00241463795430108 -0.088389812930457 -0.63446131805914 -0.537279761423629 -0.719544739892473 -0.965149654811828 -0.946051038206989 -0.940932685067204 -0.656357295916156 -0.611119637382796 -0.851928235645161 -0.721002574080645 -0.803725462446237 -0.740661244596774 -0.742045906370968 -0.904450147446237 -0.76419365302957 -0.630566247034946 -0.630566247034946 -0.667379037344086 -0.722402051298387 -0.851294324166667 -0.628770609697177 -0.560176168169919 -0.717886036155914 -0.67156234790672 -0.622949511799194 -0.868725972956989 -0.739899494658602 -0.789019313145161 -0.778025115483871 -0.693500227432796 -0.685699827473118 -0.746710966424731 -0.86758398
"Participant 25" "STANDING" 0.271238497476608 -0.0211655764809269 -0.103611505261988 0.570572926345029 0.0181223965238012 0.057576486584883 0.0837266192593567 0.00613012996564327 -0.000397410374298245 -0.0616882236128655 -0.0739234471450292 0.11043221052924 -0.0912452831474854 -0.041686045125731 -0.0530394796575439 -0.532617263522357 -0.532617263522357 -0.632266623522222 -0.572109120534795 -0.767980220760234 -0.598401491186257 -0.598375511567251 -0.623593298004766 -0.247041337916784 -0.0428753976628655 0.0599667573355848 -0.634739782845614 -0.678443917380117 -0.718721809248538 -0.159726448407602 -0.249244101088918 -0.196649081198538 -0.65296290395614 -0.699091440523392 -0.61985230219386 -0.160862947170047 -0.134559318542807 -0.125632795742573 -0.568986849380117 0.0617521689432749 -0.612944557654678 0.110424997349883 -0.710756017134503 -0.0581492987061403 -0.790655600818713 0.112522514538597 -0.00151430101754678 -0.00637191706432748 0.0450671539936053 -0.0222529050374269 -0.440923938830409 0.0604029701660819 -0.0402186996820994 -0.582714170078947 -0.572225068769591 -0.550953516086433 -0.957970438245614 -0.947421265087719 -0.928662253046784 -0.596998885057017 -0.657794424266082 -0.737224333263158 -0.691602015467836 -0.68611171594152 -0.60334959808462 -0.761082582748538 -0.780983045994152 -0.745008886812865 -0.572001387691988 -0.572001387691988 -0.61093633829152 -0.678426960789474 -0.789062365380117 -0.578185376910819 -0.588130114619883 -0.549182151693509 -0.595190825875614 -0.659534484833333 -0.754550884327485 -0.706084132146199 -0.682616560464912 -0.636345365669006 -0.642679599235965 -0.611499014856725 -0.713737398815789 -0.802189050906433
"Participant 25" "LAYING" 0.270008817313433 -0.0178103465462687 -0.10673768598806 0.943527274925373 -0.139908002 0.0314622035802537 0.0765645075373134 0.0211472311014925 -0.015066837019403 -0.011418422221194 -0.112048614432836 0.0926069256985075 -0.137720945776119 -0.0384480423335821 -0.071192081938806 -0.175286786977015 -0.175286786977015 -0.302202505934463 -0.214365811722388 -0.551498104477612 -0.239296654462687 -0.149570555319403 -0.447663571704478 -0.183074721719403 0.0199912825328358 0.0880981011789552 -0.267875933485075 -0.266485849019403 -0.537762706064179 -0.108471461925373 -0.310493000343284 -0.0300903975208955 -0.358618053819552 -0.414017108746269 -0.220288373947761 -0.226121765609851 -0.185432784919403 -0.140025709129851 -0.225893607 0.110488723895522 -0.227389428343284 0.124877583320149 -0.415745689567164 -0.070311221019597 -0.617426828358209 0.117860034461194 0.0250872155850746 -0.0160534253562687 -0.0234873842089552 0.154097953507463 -0.806616649850746 0.180096693176119 -0.000301666813985075 -0.233086132865672 -0.133465019337313 -0.400468292123134 -0.961492681044776 -0.951117719253731 -0.919931172238806 -0.245562615722388 -0.241869772462537 -0.586466542791045 -0.449183556502985 -0.340373161841791 -0.265673881322388 -0.506706676119403 -0.616962030298507 -0.452152863507463 -0.277740406866806 -0.277740406866806 -0.263629610041791 -0.359014630470448 -0.621768413432836 -0.232446178626866 -0.181027486240597 -0.427888259207463 -0.291157470291642 -0.267482598195522 -0.635231549701493 -0.480809837925373 -0.310645942208955 -0.349260555376119 -0.422288315104478 -0.320332515029403 -0.434374162686567 -0.656197945373134
"Participant 26" "LAYING" 0.275485961668367 -0.0173830317156288 -0.109074880837755 0.64107912597449 -0.022255310894898 0.0782277059722959 0.0804263830915816 0.00678210791413265 -0.00958769485538775 -0.0404780916392602 -0.0716512544766148 0.0934477323897194 -0.0846445229053571 -0.0414772377456633 -0.057021889422602 -0.601466380208929 -0.601466380208929 -0.670255549214694 -0.635436236204592 -0.798893623494898 -0.619899462962755 -0.618248859382908 -0.712586455918367 -0.172462676777092 0.0678805972306123 0.0802141018815625 -0.636639103318342 -0.670934861171633 -0.771985585484694 -0.0256038364645663 -0.157496388197449 -0.0727306679860714 -0.704894598372449 -0.740055589079082 -0.679121120919898 -0.0709494911635204 -0.114697131651352 -0.0922629881581633 -0.610171474813776 0.0970154248041964 -0.617319899258163 0.142323236256276 -0.739019287653061 -0.0389480692567092 -0.815537550612245 0.105065637879311 0.00329786604726786 0.00301593703392857 0.0677212457509694 -0.0235924811814286 -0.507902599285714 0.0853764397420918 -0.0403600655555357 -0.6242813298625 -0.617113069441071 -0.679139965635969 -0.967609149744898 -0.960716083035714 -0.942094249209184 -0.620824109382143 -0.658932615272551 -0.792610521683674 -0.750248707754847 -0.712021504754592 -0.685315219752551 -0.76600541880102 -0.820872063622449 -0.772401280892857 -0.623333446164541 -0.623333446164541 -0.622173243920918 -0.700978497821429 -0.815465625841837 -0.626791700378316 -0.641873454019898 -0.687898056179847 -0.638692112720918 -0.669732433416199 -0.812269002270408 -0.766272684443878 -0.700743681012755 -0.717448957831633 -0.690339222878826 -0.631430647116326 -0.729098130247449 -0.828674453188775
"Participant 27" "LAYING" 0.275951095630319 -0.0180627201342287 -0.10791081547367 0.742674322098404 -0.0613623945159574 0.0365956149661436 0.0717202659571676 0.00757732133958245 -0.00569448304649202 -0.0612089931519894 -0.0588588129414362 0.0965877442791489 -0.0831450650029255 -0.0454170528324468 -0.0550625808434308 -0.475497332558511 -0.475497332558511 -0.561090888952128 -0.542117316106383 -0.684001511079787 -0.55664950172633 -0.41053207334984 -0.621692586290691 -0.234438852488298 -0.016888789854867 0.0550445258603723 -0.577390103546277 -0.520221854935638 -0.699264922468617 -0.0626175542075532 -0.253697377808777 -0.119541800546968 -0.601476196802128 -0.623332179901862 -0.59010500949734 -0.104538878739628 -0.084327350874734 0.0086996545847367 -0.508850457481117 0.0931955895085106 -0.517782576844415 0.170036486684574 -0.621627126618617 0.0669548531381383 -0.687105595970479 0.145009790592181 0.00874054098808511 0.0221228919396277 0.109442959743457 -0.0369262738890957 -0.543173044281915 0.107559710827128 -0.0169706004487739 -0.548814319121808 -0.37998052394242 -0.579872442250532 -0.966688605531915 -0.953500460053192 -0.940673326196809 -0.552883158880053 -0.484512737332952 -0.71806693275 -0.67583702763484 -0.618547590380319 -0.626947746585106 -0.65565795574734 -0.702317154704787 -0.681948397585106 -0.524880561971277 -0.524880561971277 -0.52228704431641 -0.605775429286277 -0.685549108581117 -0.547014546928192 -0.405296763589628 -0.593039742938165 -0.567855947668386 -0.480604217650558 -0.73562626037234 -0.701000807492021 -0.621850015114628 -0.676384478909574 -0.609655569495213 -0.531657342589654 -0.666281669928191 -0.706713969115691
"Participant 28" "LAYING" 0.276347256125654 -0.0174303948582662 -0.108447506910995 0.726236646465969 -0.028905070013089 0.0883723344825654 0.0770349562565445 0.0108870343184686 0.000126954764746597 -0.0410859152294503 -0.064969000938089 0.0906706136858639 -0.0939167621982199 -0.0440003796625654 -0.0578634720017801 -0.647554378338743 -0.647554378338743 -0.748590193429319 -0.705489537557592 -0.856359534921466 -0.710104228272251 -0.647515916814136 -0.759263081701571 -0.209998063548359 0.000323021336910995 -0.00488370630146335 -0.747275103874345 -0.733837024060209 -0.832274039581152 -0.0651857189183246 -0.227494892821911 -0.127720355568325 -0.780939416408377 -0.813130095366492 -0.743494214248691 -0.121085539136257 -0.252363563575052 -0.0910162911031414 -0.693361696002618 0.0791700817696335 -0.736990752374346 0.214969964085976 -0.810289896282723 -0.0665232125290576 -0.881595796335078 0.180316655586466 0.00934154357578534 0.018393088062801 0.023689974973822 -0.0400089427269633 -0.529992209450262 0.0859658303329058 -0.050513256617801 -0.688245127565445 -0.607397283316754 -0.697788378952879 -0.980155079712042 -0.968799519947644 -0.958169796544503 -0.732367280183246 -0.72075967373822 -0.846672299293194 -0.799348784510471 -0.77151570460733 -0.733990768683246 -0.838038742643979 -0.883393486806283 -0.829156370104712 -0.68437575363089 -0.68437575363089 -0.740711975905759 -0.769149567795812 -0.885304457486911 -0.680718644293194 -0.612669381683246 -0.690447686769634 -0.741008357356021 -0.725687922465969 -0.859764837408377 -0.807483089018325 -0.75259735486911 -0.7560760063089 -0.728908668691099 -0.746853122251309 -0.783792550465969 -0.898892982908377
"Participant 29" "LAYING" 0.267954749174419 -0.0174502127179942 -0.108343304886047 0.619577162851744 -0.0315717088517442 0.107196729827587 0.0804229014191861 0.00207931898040698 -0.0043562424548343 -0.0218945569453198 -0.0825699967228198 0.0852333250135465 -0.0946401401116279 -0.0422784525133721 -0.0538641108645349 -0.510528662948477 -0.510528662948477 -0.613780940099419 -0.510574251780814 -0.679584345215116 -0.606272077639826 -0.4170617854975 -0.659409563216279 -0.235736327434593 -0.00238753456523256 0.0789174270732936 -0.646518313324794 -0.550395533821221 -0.728280122706395 -0.10139386411157 -0.29244769614032 -0.177784541574128 -0.620552475851163 -0.585018148433634 -0.512187197877907 -0.147651169024506 -0.194495845878837 -0.138317371442791 -0.553333876090407 0.0674270853572384 -0.57757482239314 0.0903129481481395 -0.601785004104128 -0.0604117712951163 -0.687690870132035 0.0533977352051163 0.00376421127578488 0.01021329624125 -0.0136205065436047 -0.0172316680741279 -0.41983918627907 0.0788803974061047 -0.0571013277791279 -0.599301232825 -0.360256466581686 -0.62903603569186 -0.957225494389535 -0.952384292906977 -0.940573554901163 -0.621536514164826 -0.519514673764535 -0.743089821122093 -0.679395770421512 -0.567782311859564 -0.522470710727907 -0.693895035382267 -0.679335949880814 -0.631896268849419 -0.566339166953488 -0.566339166953488 -0.581931553498634 -0.574811833450814 -0.678207593536047 -0.597906739975058 -0.37312981471657 -0.642167294069767 -0.629781462480814 -0.518470086095814 -0.756523406543605 -0.699523664200581 -0.561810401864244 -0.571115103065407 -0.643873051372965 -0.591095525122267 -0.631486386875 -0.689324116787209
"Participant 30" "LAYING" 0.276990538159269 -0.0177734227440157 -0.107828258900783 0.695316725326371 0.0697872331906005 0.0621805971122715 0.078038025697389 0.00393790843777285 -0.00718615771527415 -0.0232968272843342 -0.0751163595091384 0.0843005363417755 -0.100011055361906 -0.0382203769574413 -0.0556500117691906 -0.616370143161619 -0.616370143161619 -0.71092347121671 -0.678324715874674 -0.788969100939948 -0.704919271227154 -0.608318695568146 -0.654509475032115 -0.264831641423499 -0.0181346431349869 0.0805137365507311 -0.749851821958225 -0.700964359626632 -0.718619496308094 -0.0597011131328982 -0.231955783397076 -0.140963283513316 -0.721088524052219 -0.75036294151436 -0.704853203185379 -0.0496737181258747 -0.0982934507986945 -0.0562992448460574 -0.64748249628282 0.0235076068750392 -0.694295007234987 0.197042564546214 -0.751091599765013 0.019417004826423 -0.793021127049608 0.161627992773316 -0.00400200975420366 -0.012139743113577 -0.00895717969112272 -0.0031448675691906 -0.545552259791123 0.0222143182279373 -0.0310834729749347 -0.67194010084517 -0.578190195210444 -0.634730559454308 -0.975310681279373 -0.960702515874674 -0.955384826553525 -0.737145956997389 -0.682840776190078 -0.735320736503916 -0.775244683151436 -0.759453216634465 -0.702612418835509 -0.762731124653786 -0.790316820600522 -0.793124198237598 -0.647902843881723 -0.647902843881723 -0.686718980681462 -0.739819028321149 -0.787122783002611 -0.660552517246266 -0.590134115385118 -0.653504105067885 -0.747772465422976 -0.684852435436031 -0.750554303681462 -0.793294948668407 -0.767763295083551 -0.730327514177546 -0.703255735919843 -0.679639711079504 -0.7793595854047 -0.794581375874674
